mirna	target_gene	score
hsa-miR-499b-3p	HK2	0.6586286
hsa-miR-30e-3p	PMEL	0.658584
hsa-miR-498-3p	EMP2	0.6585814
hsa-miR-202-3p	ZNF516	0.6585536
hsa-miR-92b-3p	ZNF521	0.6585505
hsa-miR-6787-3p	PID1	0.6585329
hsa-miR-548aw	MAMDC2	0.65851915
hsa-miR-8065	CYBRD1	0.6585134
hsa-miR-2113	YES1	0.65849197
hsa-miR-4418	ATP11C	0.65844315
hsa-miR-6893-5p	LINGO1	0.6583934
hsa-miR-124-3p	GNG2	0.6583731
hsa-miR-7155-5p	SPRED3	0.65834445
hsa-miR-105-5p	VCL	0.65834093
hsa-miR-4801	DUSP4	0.65829974
hsa-miR-1236-3p	PCDH11Y	0.6582901
hsa-miR-548c-3p	PTPRD	0.6582861
hsa-miR-5581-5p	UNC5D	0.6582591
hsa-miR-454-3p	ST18	0.6582404
hsa-miR-424-5p	TLL1	0.6582385
hsa-miR-1199-5p	ATF3	0.65822536
hsa-miR-510-3p	NXPH2	0.6581879
hsa-miR-4482-3p	ERG	0.6581825
hsa-miR-219a-5p	ADCYAP1	0.65809584
hsa-miR-6893-3p	CHST15	0.6580641
hsa-miR-3689a-3p	NID1	0.6580242
hsa-miR-548l	VGLL3	0.65798897
hsa-miR-204-5p	B3GNT5	0.657986
hsa-let-7b-5p	IGDCC4	0.65793335
hsa-miR-92a-2-5p	SPIB	0.6579255
hsa-miR-135a-5p	EFNB2	0.65783054
hsa-miR-12136	RUNX1	0.65781903
hsa-miR-548aq-3p	GJA3	0.6577697
hsa-miR-223-3p	CDH12	0.6577635
hsa-miR-548bb-5p	RFC3	0.6577458
hsa-miR-3686	PALM2AKAP2	0.65770006
hsa-miR-6737-5p	GFAP	0.6576951
hsa-miR-4504	FNDC3B	0.6576928
hsa-miR-452-5p	RIMKLB	0.65767086
hsa-miR-3942-3p	ARHGAP15	0.65765893
hsa-miR-3163	USP53	0.6576571
hsa-miR-568	PYGO1	0.6576502
hsa-miR-4640-5p	ATF3	0.6576393
hsa-miR-499b-3p	TTN	0.65762323
hsa-miR-4482-3p	TAC1	0.6575767
hsa-miR-548ae-3p	FOXP2	0.6575762
hsa-miR-5006-5p	KLF6	0.6575343
hsa-miR-1843	CCL4	0.6575258
hsa-miR-6503-5p	NEDD9	0.6575216
hsa-miR-9985	STMN2	0.65747344
hsa-miR-5787	ENG	0.6574719
hsa-miR-520d-5p	PELI1	0.65743905
hsa-miR-548am-5p	SIX4	0.6574349
hsa-miR-548c-3p	REL	0.657427
hsa-miR-5692a	CHST11	0.65736836
hsa-miR-548f-5p	SDC1	0.65735453
hsa-miR-30c-5p	DDIT4	0.65734386
hsa-miR-376b-3p	SLC7A2	0.6573388
hsa-miR-7152-5p	ANKRD44	0.6572946
hsa-miR-548n	XCL2	0.65729016
hsa-miR-548au-5p	GPR85	0.6572678
hsa-miR-1271-5p	GPC3	0.65725434
hsa-miR-149-3p	DLK1	0.6572442
hsa-miR-211-5p	GLIS3	0.6572426
hsa-let-7f-1-3p	GRK5	0.65723026
hsa-miR-616-5p	MATR3	0.6571844
hsa-miR-20a-5p	PDGFRA	0.65716434
hsa-miR-199b-3p	RUNX1	0.65716124
hsa-miR-4662b	CD24	0.6571609
hsa-miR-4700-3p	TREM1	0.6571454
hsa-miR-641	ROR2	0.65714216
hsa-miR-513a-5p	PEG10	0.65710354
hsa-miR-513c-5p	SRGAP2	0.65709865
hsa-miR-6791-3p	CD1C	0.6570897
hsa-miR-526a-5p	FLI1	0.6570808
hsa-miR-4427	PALLD	0.657075
hsa-miR-548e-5p	MAMDC2	0.65707445
hsa-miR-3943	TC2N	0.65706444
hsa-miR-506-3p	NRP1	0.6569883
hsa-miR-4714-5p	SVIL	0.65696365
hsa-miR-4263	B3GNT5	0.6569528
hsa-miR-149-3p	SORCS1	0.65691733
hsa-miR-5696	SLC4A4	0.656913
hsa-miR-548ar-3p	CLU	0.65690947
hsa-miR-181c-5p	ANKRD44	0.6569086
hsa-miR-3658	FNBP1L	0.65686524
hsa-miR-944	CBLB	0.6568238
hsa-miR-149-5p	TRABD2B	0.65677845
hsa-miR-539-5p	KCNMB2	0.656768
hsa-miR-6124	LTBP1	0.65674335
hsa-miR-1279	ANO4	0.65671355
hsa-miR-4439	TSHZ2	0.65669465
hsa-miR-4287	NCAN	0.65669394
hsa-miR-4255	UGT8	0.65667623
hsa-miR-3925-5p	ANKRD44	0.65667593
hsa-miR-3120-3p	SLC16A1	0.6566693
hsa-miR-6841-3p	TLL1	0.656634
hsa-miR-5011-5p	COL4A1	0.6566263
hsa-miR-1185-2-3p	FGF13	0.65662223
hsa-miR-4716-5p	GRID2	0.6566206
hsa-miR-5004-3p	PHACTR2	0.6566081
hsa-miR-5011-5p	SVIL	0.6565913
hsa-miR-5011-5p	ARHGAP6	0.6565808
hsa-miR-3686	ANO4	0.6565493
hsa-miR-1251-3p	ANKRD44	0.65651816
hsa-miR-378e	ZNF124	0.65651226
hsa-miR-524-5p	ADCYAP1	0.6565087
hsa-miR-548i	BEND7	0.6565024
hsa-miR-148a-3p	COL4A1	0.65646607
hsa-miR-3155b	TGFBR3	0.6564563
hsa-miR-340-5p	PLAUR	0.65644044
hsa-miR-4671-3p	MYO10	0.65643275
hsa-miR-5692a	KLHL29	0.6564275
hsa-miR-6728-3p	ZNF423	0.6564275
hsa-miR-9983-3p	BACH2	0.65639997
hsa-miR-548ai	B3GNT5	0.6563467
hsa-miR-7159-3p	WNT5A	0.6563248
hsa-miR-6839-5p	PCDH11X	0.6563221
hsa-miR-4639-5p	TOX	0.6562808
hsa-miR-1297	SCN9A	0.6562757
hsa-miR-3913-3p	TTN	0.6562549
hsa-miR-6750-5p	PEG3	0.6562495
hsa-miR-552-5p	PALM2AKAP2	0.65617645
hsa-miR-149-3p	SDK1	0.65615374
hsa-miR-1271-3p	ATP1A2	0.65612584
hsa-miR-495-3p	GATA3	0.6561194
hsa-miR-527	ISM1	0.65609914
hsa-miR-105-5p	CD24	0.6560848
hsa-miR-148b-3p	KLF6	0.65608174
hsa-miR-211-5p	MEIS2	0.6560619
hsa-miR-145-5p	SRGAP1	0.65603256
hsa-miR-6875-3p	DIO2	0.6560252
hsa-miR-519d-3p	ANO6	0.6560049
hsa-miR-518d-5p	PTPN21	0.6559642
hsa-miR-3065-5p	ST8SIA1	0.655964
hsa-miR-4743-3p	TMEM47	0.6559586
hsa-miR-1178-5p	MEX3A	0.65593886
hsa-miR-4711-3p	PTGIS	0.6559275
hsa-miR-4327	PLXNA2	0.6559235
hsa-miR-4775	FYB1	0.6559158
hsa-miR-27a-3p	ATP11C	0.6559093
hsa-miR-3681-3p	TGFBR1	0.6558852
hsa-miR-335-3p	ERBB4	0.6558604
hsa-miR-548au-5p	HTR2C	0.6558239
hsa-miR-580-3p	PYGO1	0.6558228
hsa-miR-3129-3p	RBBP8	0.6558172
hsa-miR-4753-5p	XYLT1	0.65578103
hsa-miR-590-3p	CHODL	0.65578014
hsa-miR-4659b-3p	TC2N	0.6557532
hsa-miR-145-5p	SOX11	0.6557054
hsa-miR-12136	KITLG	0.6556939
hsa-miR-584-3p	FGF13	0.65569377
hsa-miR-7110-3p	ID4	0.65569264
hsa-miR-615-5p	SPRED3	0.6556846
hsa-miR-511-3p	LPP	0.6556645
hsa-miR-34c-5p	KITLG	0.65561455
hsa-let-7g-3p	TCF7L2	0.65560067
hsa-miR-1238-5p	GRK5	0.65559983
hsa-miR-664b-3p	PHACTR2	0.65559334
hsa-miR-3662	SAMSN1	0.65559286
hsa-miR-147a	ST8SIA4	0.6555866
hsa-miR-4533	EHD2	0.6555596
hsa-miR-5692a	LIN9	0.6555386
hsa-miR-568	NEUROD1	0.6555293
hsa-miR-874-5p	SDC3	0.65550065
hsa-miR-6809-3p	MERTK	0.65546817
hsa-miR-8077	TMEM47	0.655467
hsa-miR-548ao-5p	LRIG1	0.6554631
hsa-miR-30e-3p	ATP11C	0.6552681
hsa-miR-1250-3p	VGLL3	0.65514797
hsa-miR-30c-5p	ROR1	0.6551468
hsa-miR-204-5p	THSD4	0.65513355
hsa-miR-26a-1-3p	RIMKLB	0.6551289
hsa-miR-153-3p	EBF2	0.6550773
hsa-miR-4458	GPCPD1	0.6550368
hsa-miR-548bb-3p	RBMS3	0.6550368
hsa-miR-1283	SHISA6	0.655028
hsa-miR-7856-5p	SCN9A	0.6550278
hsa-miR-5582-3p	C1R	0.6550186
hsa-miR-1250-3p	IQGAP2	0.6550087
hsa-miR-5002-5p	COL25A1	0.6549978
hsa-miR-98-3p	TGFBR3	0.6549663
hsa-miR-187-5p	SMOC1	0.65484184
hsa-miR-3605-5p	TSHZ2	0.6548378
hsa-miR-4747-5p	KCNN3	0.6548123
hsa-miR-4668-5p	FN1	0.6548099
hsa-miR-12122	EMP1	0.6547672
hsa-miR-5697	TRPC3	0.6547547
hsa-miR-133b	COL25A1	0.6547309
hsa-miR-143-3p	COL25A1	0.65469766
hsa-miR-211-5p	SOX11	0.6546924
hsa-miR-548l	F3	0.6546908
hsa-miR-576-5p	B3GNT5	0.6546808
hsa-miR-105-5p	GPCPD1	0.6546231
hsa-miR-5691	ADRA2A	0.6546198
hsa-miR-3121-3p	SDC4	0.65460676
hsa-miR-8084	CTTNBP2NL	0.6545891
hsa-miR-3180-5p	PVALB	0.6545852
hsa-miR-1257	RGS5	0.65455014
hsa-miR-96-5p	STK17B	0.65453446
hsa-miR-3671	MSI1	0.6545088
hsa-miR-4714-5p	DUSP4	0.65450364
hsa-miR-6132	PLXNA2	0.6544781
hsa-miR-7152-5p	WWTR1	0.6544738
hsa-miR-216b-5p	GBP5	0.65447074
hsa-miR-196a-1-3p	CNTNAP2	0.65446573
hsa-miR-6732-3p	MID1	0.6544504
hsa-miR-1283	ST18	0.6544503
hsa-miR-454-3p	HS3ST5	0.6544468
hsa-miR-653-3p	TMEM47	0.6544448
hsa-miR-320b	LRRTM1	0.6544354
hsa-miR-4474-5p	ITK	0.65443027
hsa-miR-548az-5p	PAG1	0.6544041
hsa-miR-25-3p	MCL1	0.65438366
hsa-miR-3150a-3p	EVC	0.65435594
hsa-miR-3163	ROR1	0.6543478
hsa-miR-944	NKD1	0.6543429
hsa-miR-200b-3p	ITGA1	0.65432245
hsa-miR-513b-3p	VNN2	0.6542932
hsa-miR-5692a	TAC1	0.654258
hsa-miR-8485	CASZ1	0.6542324
hsa-miR-12119	SPRED3	0.6542239
hsa-miR-6516-3p	ANOS1	0.65419066
hsa-miR-5706	SHISA6	0.65414923
hsa-miR-4526	TGFBR1	0.6541438
hsa-miR-548g-3p	RBMS3	0.6541298
hsa-miR-493-5p	ABTB2	0.65412587
hsa-miR-6832-3p	PLXNA2	0.6541193
hsa-miR-3646	ANO6	0.6541145
hsa-miR-548p	NR4A3	0.6540493
hsa-miR-548t-3p	MANSC1	0.6540307
hsa-miR-548bb-5p	PLEKHG1	0.6540129
hsa-miR-511-3p	COBLL1	0.6539836
hsa-miR-1343-5p	NHERF2	0.6539751
hsa-miR-6856-5p	ATP1B2	0.6539684
hsa-miR-6782-5p	IL18RAP	0.6539364
hsa-miR-2110	CD69	0.65393144
hsa-miR-4659b-3p	BACH2	0.65393007
hsa-miR-548e-3p	MYO1B	0.653917
hsa-miR-5011-5p	PRLR	0.6538934
hsa-miR-24-3p	GALNT15	0.65387374
hsa-miR-302b-5p	CNTN5	0.6538536
hsa-miR-371a-5p	ANO6	0.65379345
hsa-miR-29a-3p	GNB4	0.65376884
hsa-miR-8068	ERBB4	0.65376836
hsa-miR-4471	RELN	0.6537626
hsa-miR-1-3p	NEDD9	0.6537471
hsa-miR-335-3p	WWTR1	0.6537363
hsa-miR-548t-3p	BACH2	0.65373284
hsa-miR-567	NKAIN3	0.6537272
hsa-miR-3133	TMTC1	0.65371186
hsa-miR-6809-5p	LTBP2	0.6537093
hsa-miR-194-5p	HBEGF	0.6537051
hsa-miR-4263	ST8SIA4	0.65369177
hsa-miR-7110-3p	CCND1	0.6536386
hsa-miR-3529-3p	CRIM1	0.6536177
hsa-miR-5589-3p	ITGA6	0.65361315
hsa-miR-135a-5p	NEFM	0.6536072
hsa-miR-6887-3p	GFAP	0.6535995
hsa-miR-3163	SGCZ	0.65359825
hsa-miR-613	PLXNA4	0.65359384
hsa-miR-338-3p	PVALB	0.6535786
hsa-miR-18a-5p	TNFAIP3	0.65355086
hsa-miR-7157-5p	TGFBR3	0.65353805
hsa-miR-9902	ATOH8	0.6535069
hsa-miR-4492	PLXNA4	0.65350235
hsa-miR-302d-5p	TLL1	0.6534896
hsa-miR-6892-3p	NR2F2	0.6534884
hsa-miR-218-5p	ANKRD44	0.65347445
hsa-miR-130a-3p	MDFIC	0.65345037
hsa-miR-371b-5p	STON2	0.6534351
hsa-miR-106a-3p	NHERF2	0.65341884
hsa-miR-6882-5p	TEK	0.6534033
hsa-miR-137-3p	BCOR	0.65339774
hsa-miR-548y	COL11A1	0.65338266
hsa-miR-4709-3p	ID4	0.6533609
hsa-miR-8068	ROR1	0.6533367
hsa-miR-632	ROR1	0.65333533
hsa-miR-3619-5p	PID1	0.653326
hsa-miR-3123	RGS5	0.6533084
hsa-miR-5585-5p	TFPI	0.6533071
hsa-miR-3180-5p	PLCE1	0.6533039
hsa-miR-372-3p	PTPRD	0.6532499
hsa-miR-409-3p	ITGB3	0.653178
hsa-miR-4773	PELI1	0.6531765
hsa-miR-3124-3p	FGD6	0.65317607
hsa-miR-33a-5p	MAP3K1	0.6531686
hsa-miR-365b-3p	ZNF124	0.65313196
hsa-miR-34c-5p	NPNT	0.6531318
hsa-miR-4262	CXCL9	0.65313035
hsa-miR-4632-5p	KCNIP1	0.6531071
hsa-miR-4468	PELI1	0.65310484
hsa-miR-4531	GPC6	0.65308934
hsa-miR-578	CYYR1	0.65307736
hsa-let-7i-5p	HMGA2	0.65307146
hsa-miR-5685	EVC	0.65304214
hsa-miR-5692a	ZFP36L1	0.6530315
hsa-miR-548p	CNTNAP2	0.6529934
hsa-miR-5692a	SLC1A2	0.6529903
hsa-miR-890	LAMA4	0.65295786
hsa-miR-5699-3p	PDE11A	0.6529506
hsa-miR-5692c	LPAR1	0.6529478
hsa-miR-30e-3p	COL4A4	0.65294725
hsa-miR-676-3p	MND1	0.65294266
hsa-miR-19a-3p	RBMS3	0.6529067
hsa-miR-4496	TCF7L2	0.6528623
hsa-miR-129-5p	LAMA4	0.65277785
hsa-miR-4296	PCDH17	0.6527314
hsa-miR-4670-3p	RBMS3	0.6527306
hsa-miR-199a-5p	RBPMS	0.65272593
hsa-miR-4282	SLC9A9	0.6526787
hsa-miR-363-3p	ADAMTSL1	0.6526671
hsa-miR-9851-3p	MYO1B	0.6526064
hsa-miR-376a-3p	LIN9	0.6526041
hsa-miR-30d-5p	FGD6	0.65258104
hsa-miR-363-3p	KLF2	0.6525706
hsa-let-7b-5p	EDN1	0.65256864
hsa-miR-199b-5p	NFIL3	0.6525649
hsa-miR-144-3p	WWTR1	0.6525638
hsa-miR-137-3p	EMCN	0.65254754
hsa-miR-1468-3p	MECOM	0.6525415
hsa-miR-6721-5p	PDE6G	0.652522
hsa-miR-5688	MAOA	0.65252084
hsa-miR-4663	KCNIP4	0.65251744
hsa-miR-548an	PEG3	0.6525035
hsa-miR-466	VIP	0.6524798
hsa-miR-6503-5p	CXCL12	0.6524729
hsa-miR-5692a	FNDC3B	0.6524513
hsa-miR-8063	ARHGAP29	0.6524386
hsa-miR-598-3p	NTN1	0.65240055
hsa-miR-196b-5p	MAP3K1	0.65239334
hsa-miR-335-3p	ELOVL7	0.6523912
hsa-miR-34c-5p	RELN	0.6523893
hsa-miR-491-5p	MEX3A	0.65237886
hsa-miR-3659	SORCS1	0.6523759
hsa-miR-30e-5p	DLL4	0.6523275
hsa-miR-181b-5p	BCL2	0.6522867
hsa-miR-548c-3p	DNAJB4	0.65226614
hsa-miR-3182	ZFP36L1	0.6522514
hsa-miR-548at-5p	LPP	0.6522508
hsa-miR-5688	TMEM47	0.6522214
hsa-miR-548as-5p	GRID2	0.6521689
hsa-miR-6867-5p	CCND1	0.65216607
hsa-miR-4263	SRGAP1	0.65216076
hsa-miR-656-3p	DHFR	0.6521408
hsa-miR-30e-5p	ITGB3	0.6521219
hsa-miR-548ae-3p	MAML3	0.6520999
hsa-miR-3163	ADAMTS6	0.6520865
hsa-miR-497-5p	FGF2	0.6520766
hsa-miR-106a-5p	EREG	0.652047
hsa-miR-3133	TMEM47	0.6520308
hsa-miR-12136	BCL11B	0.65201277
hsa-miR-3689d	BACH2	0.6520093
hsa-miR-3180-5p	BTG1	0.6519681
hsa-miR-548am-3p	USP53	0.65195525
hsa-miR-625-5p	SEMA6A	0.65193826
hsa-miR-6134	SLC5A6	0.65192485
hsa-miR-4325	MYO1B	0.6519092
hsa-miR-153-5p	RGS18	0.6518789
hsa-miR-548o-5p	RFC3	0.65185404
hsa-miR-1277-5p	CADM4	0.65182394
hsa-miR-4697-3p	ABHD15	0.6518195
hsa-miR-3163	CSF1	0.65180326
hsa-miR-6766-3p	SOX6	0.6517868
hsa-miR-5007-3p	TAC3	0.65178424
hsa-miR-5688	TGFBR3	0.65176713
hsa-miR-450b-5p	CHRM2	0.65175915
hsa-miR-3714	MYO10	0.651737
hsa-miR-4325	NR2F2	0.6517286
hsa-miR-4747-5p	SHISA6	0.65169996
hsa-miR-548y	PRELID2	0.6516555
hsa-miR-6852-3p	SAMD5	0.6515957
hsa-miR-6739-3p	GABRG1	0.65154994
hsa-miR-4726-5p	LOXL3	0.6515432
hsa-miR-9903	IGFBP3	0.65152067
hsa-miR-4261	PRKG2	0.65151405
hsa-miR-106b-5p	IRF1	0.6514847
hsa-miR-4735-5p	AQP4	0.651477
hsa-miR-449a	BNC2	0.65147173
hsa-miR-19a-3p	PTPRD	0.65146106
hsa-miR-141-3p	WWTR1	0.65143704
hsa-miR-34b-3p	MYCT1	0.6514297
hsa-miR-8068	CAVIN2	0.65136975
hsa-miR-622	CNTNAP2	0.651364
hsa-miR-4311	IGF2BP2	0.6513603
hsa-miR-144-3p	CXCL12	0.6513551
hsa-miR-30a-5p	B3GNT5	0.6513358
hsa-miR-942-5p	MEX3A	0.6513116
hsa-miR-7111-3p	PLOD2	0.6513087
hsa-miR-548ad-5p	SLC24A3	0.65129966
hsa-miR-6805-5p	MEGF11	0.6512658
hsa-miR-223-5p	NHSL1	0.65126467
hsa-miR-4760-5p	LGR4	0.6512526
hsa-miR-149-3p	RHOC	0.6512506
hsa-miR-4774-3p	ST8SIA4	0.65121186
hsa-miR-6787-3p	TIMP3	0.6512098
hsa-miR-4659b-3p	ALK	0.65120465
hsa-miR-6742-3p	INHBA	0.6511865
hsa-miR-454-3p	EBF3	0.6511476
hsa-miR-30c-1-3p	FABP4	0.65113765
hsa-miR-875-3p	CHST11	0.6511357
hsa-miR-19a-3p	SULF1	0.65111685
hsa-miR-6077	LGR6	0.6511157
hsa-miR-7159-3p	MAMDC2	0.6511126
hsa-miR-519d-3p	PDE3B	0.65107244
hsa-miR-3613-3p	NKAIN1	0.65105826
hsa-miR-95-3p	RAI14	0.65104675
hsa-miR-12136	KCNN3	0.6509936
hsa-miR-548aa	FBN2	0.6509936
hsa-miR-548at-5p	ZFHX4	0.6509913
hsa-miR-548i	ADAMTS1	0.6509664
hsa-miR-6832-5p	SEMA3E	0.6509563
hsa-miR-98-3p	DLL4	0.6509485
hsa-miR-340-5p	FRZB	0.6509199
hsa-miR-29a-5p	IQGAP2	0.65091425
hsa-miR-6739-3p	SULF1	0.6509052
hsa-miR-4261	LTBP2	0.65090054
hsa-miR-508-3p	TRHDE	0.6508887
hsa-miR-5571-5p	STAP1	0.6508847
hsa-miR-548j-5p	SLC24A3	0.65087557
hsa-miR-17-5p	EPHA7	0.65087306
hsa-miR-5589-3p	TCF7L2	0.6508514
hsa-miR-5011-5p	TP63	0.650842
hsa-miR-30c-1-3p	PLXNA2	0.6508196
hsa-miR-3163	ADAM28	0.65080386
hsa-miR-3123	FREM2	0.6507885
hsa-miR-466	PCSK5	0.6507755
hsa-miR-506-3p	STON2	0.6507667
hsa-miR-195-5p	EPHB2	0.6507572
hsa-miR-1297	EZH2	0.65075386
hsa-miR-5589-5p	MAMDC2	0.6507355
hsa-miR-5011-5p	MAML3	0.6507335
hsa-miR-92b-3p	NEFL	0.6507148
hsa-miR-361-5p	NXPH2	0.6506975
hsa-miR-3160-5p	EPS8	0.65069604
hsa-miR-4672	MAP3K1	0.6506942
hsa-miR-302d-3p	ANO6	0.65068
hsa-miR-374c-3p	VCL	0.65067494
hsa-miR-4719	CFAP47	0.6506629
hsa-miR-17-5p	PDE3B	0.65065795
hsa-miR-6079	CA10	0.6506576
hsa-miR-15b-5p	TLL1	0.650647
hsa-miR-498-3p	PDGFB	0.6506375
hsa-miR-30b-5p	FRMPD1	0.6506217
hsa-miR-4747-5p	DLK1	0.6506064
hsa-miR-181d-5p	AKIRIN2	0.6506046
hsa-miR-1236-5p	SLC4A4	0.6505946
hsa-miR-4753-3p	LINGO1	0.6505497
hsa-miR-9985	PEG10	0.65054953
hsa-miR-33a-3p	MYO1B	0.65054303
hsa-miR-519d-5p	NKD1	0.6505062
hsa-miR-363-3p	ZNF521	0.65049237
hsa-miR-3123	PCDH15	0.65048766
hsa-miR-587	GFAP	0.65046537
hsa-miR-6129	SLC2A3	0.6504351
hsa-miR-9986	TGFBR1	0.650411
hsa-miR-4489	IL1RN	0.6503978
hsa-miR-548am-5p	SDC2	0.6503656
hsa-miR-4648	LPP	0.65036386
hsa-miR-4796-3p	KCNE4	0.6503579
hsa-miR-607	SOX2	0.65032446
hsa-miR-1468-3p	G0S2	0.65030265
hsa-miR-4684-5p	GALNT15	0.6502997
hsa-miR-650	SPAG17	0.6502727
hsa-miR-1284	SDC2	0.65026337
hsa-miR-301b-3p	G0S2	0.6502297
hsa-miR-5189-5p	ARF6	0.6502132
hsa-miR-19b-1-5p	RBMS3	0.65020835
hsa-miR-548ad-5p	GPR85	0.6502073
hsa-miR-548bb-3p	GPC6	0.65019
hsa-miR-1537-5p	MSR1	0.6501067
hsa-miR-3163	HES1	0.6500984
hsa-miR-519e-5p	TC2N	0.65005666
hsa-miR-1277-5p	HMCN1	0.6500246
hsa-miR-543	SLC7A11	0.6500246
hsa-miR-30e-3p	TSHR	0.6500097
hsa-miR-3926	DCX	0.6499857
hsa-miR-92a-2-5p	STMN2	0.64997274
hsa-miR-4801	SAMSN1	0.64996666
hsa-miR-7161-5p	SLIT2	0.64995193
hsa-miR-522-3p	RBM47	0.6499416
hsa-miR-3690	ETS2	0.6499331
hsa-miR-3163	TP63	0.6499233
hsa-miR-454-3p	NPNT	0.64986914
hsa-miR-146b-5p	DCDC1	0.64984816
hsa-miR-526b-3p	MAPK4	0.6498429
hsa-miR-589-3p	KCNIP1	0.64983577
hsa-miR-1290	EMP2	0.6498084
hsa-miR-33a-3p	SLC7A11	0.6498075
hsa-miR-548an	TGFBR1	0.6497775
hsa-miR-548c-5p	SLCO5A1	0.6497245
hsa-miR-5011-5p	CPED1	0.64971834
hsa-miR-577	F2R	0.6497144
hsa-miR-6124	HS3ST5	0.6496685
hsa-miR-500a-5p	SEMA3E	0.64956474
hsa-miR-3074-5p	TNFSF13B	0.64955926
hsa-miR-4677-5p	ENTPD1	0.6495395
hsa-miR-24-3p	KLHL1	0.6495393
hsa-miR-574-5p	REL	0.64950293
hsa-miR-548am-3p	EFEMP1	0.64950067
hsa-miR-1260b	KCNIP1	0.64947295
hsa-miR-559	PLEKHH2	0.6494653
hsa-miR-32-5p	ANKRD44	0.64946026
hsa-miR-371b-5p	OLR1	0.64945334
hsa-miR-30b-3p	CGNL1	0.6493933
hsa-miR-889-3p	FN1	0.64939016
hsa-miR-3938	TMEM47	0.64938813
hsa-miR-664a-3p	ADCYAP1	0.6493721
hsa-miR-200c-3p	FN1	0.6493187
hsa-miR-367-5p	MDFIC	0.649307
hsa-miR-548as-5p	GULP1	0.64929014
hsa-miR-4500	PEG10	0.6492851
hsa-miR-6808-5p	PARD3B	0.6492739
hsa-miR-30e-5p	GPCPD1	0.64922905
hsa-miR-5694	PLSCR1	0.64922744
hsa-miR-6779-5p	GFAP	0.6492062
hsa-miR-6875-3p	LYN	0.64920163
hsa-miR-939-3p	PLXDC2	0.6491948
hsa-miR-548am-3p	MCL1	0.649135
hsa-miR-935	FOXO1	0.6491037
hsa-miR-373-3p	FSTL5	0.6490966
hsa-miR-548au-5p	PDZRN4	0.64909303
hsa-miR-7844-5p	SORCS1	0.64909303
hsa-miR-497-3p	PRDM1	0.64909273
hsa-miR-548d-3p	TGFBR1	0.6490657
hsa-miR-6793-3p	UST	0.64903337
hsa-miR-493-5p	COLEC12	0.6490069
hsa-miR-548l	BRCA2	0.64899355
hsa-miR-1252-5p	PEG10	0.64899176
hsa-miR-6881-3p	RBMS3	0.6489885
hsa-miR-6813-3p	HSPH1	0.6489756
hsa-miR-1248	RBM47	0.6489568
hsa-miR-5696	RND3	0.6489503
hsa-miR-374c-5p	TCF7L2	0.648878
hsa-let-7a-2-3p	KCND2	0.6488491
hsa-miR-5696	VCAN	0.64883906
hsa-miR-6764-5p	PDGFRB	0.64882815
hsa-miR-1-3p	TIMP3	0.648815
hsa-miR-548az-3p	SGCZ	0.64881456
hsa-miR-548o-5p	RASSF8	0.648813
hsa-miR-29c-3p	ADAMTS9	0.64881027
hsa-miR-539-3p	CDC14A	0.6487358
hsa-miR-3163	SPON1	0.64872
hsa-miR-29b-3p	SERPINH1	0.6486739
hsa-miR-6839-3p	CD24	0.64866817
hsa-miR-1233-5p	UGT8	0.6486291
hsa-miR-30e-5p	ANO4	0.6486272
hsa-miR-4328	PRLR	0.6486089
hsa-miR-3613-3p	PTGER4	0.648601
hsa-miR-1297	COL1A2	0.6485877
hsa-miR-18a-5p	CEMIP2	0.6485722
hsa-miR-940	PIK3AP1	0.6485609
hsa-miR-580-3p	PRKG2	0.6485241
hsa-miR-548aq-3p	SLC7A2	0.6484502
hsa-miR-548h-5p	DIAPH3	0.6484201
hsa-miR-25-3p	KLHL29	0.648394
hsa-miR-526b-3p	ABCA1	0.6483891
hsa-miR-3689b-3p	MS4A1	0.6483781
hsa-miR-6501-3p	ROBO2	0.6483295
hsa-miR-3163	ANKRD44	0.64831614
hsa-miR-548ab	CD99	0.6482954
hsa-miR-664a-3p	EBF2	0.6482908
hsa-miR-92b-3p	PALLD	0.6482875
hsa-miR-6507-5p	BAG3	0.6482846
hsa-miR-548ad-5p	SDC2	0.6482414
hsa-miR-4261	NRP1	0.6482277
hsa-miR-25-3p	BCL11B	0.648144
hsa-miR-1277-5p	BRINP3	0.6481393
hsa-miR-4758-3p	USP6NL	0.648127
hsa-miR-4699-3p	NXPH2	0.6480553
hsa-miR-424-5p	LRIG1	0.64802974
hsa-miR-526b-3p	GLIS3	0.64801157
hsa-miR-7151-5p	PRELP	0.6479772
hsa-miR-5787	PLXNA4	0.64790076
hsa-miR-3163	RBM47	0.6478746
hsa-let-7f-1-3p	KLF4	0.6478706
hsa-miR-542-3p	TSHZ2	0.6478477
hsa-miR-126-5p	ANTXR2	0.647846
hsa-miR-4698	F13A1	0.6478311
hsa-miR-338-5p	ID1	0.6478286
hsa-miR-373-5p	MATR3	0.6478268
hsa-miR-17-5p	ABCA1	0.64777774
hsa-miR-645	GJC1	0.6477749
hsa-miR-372-3p	SYTL4	0.6477606
hsa-miR-155-5p	IL6R	0.6477472
hsa-miR-570-3p	DCX	0.6477141
hsa-miR-130b-3p	G0S2	0.6477137
hsa-miR-335-3p	TSHZ2	0.6476693
hsa-miR-6802-3p	IRF1	0.64766735
hsa-miR-6885-5p	COL5A3	0.64765215
hsa-miR-149-3p	MPP2	0.6476402
